transactions_id,sale_date,sale_time,customer_id,gender,age,category,quantity,price_per_unit,cogs,total_sale,payment_method,customer_segment,city
10269,2023-04-14,06:31:00,152,Female,55.0,Electronics,2.0,509.44606923895134,232.4745824417959,1018.8921384779027,Net Banking,New,Ahmedabad
10270,2023-12-18,20:34:00,101,Female,50.0,Clothing,4.0,307.3446785110853,116.41709678790407,1229.3787140443412,UPI,New,Hyderabad
10271,2022-11-13,07:33:00,69,Female,35.0,Clothing,2.0,16.802280415705614,4.9630420821193955,33.60456083141123,Cash,VIP,Chennai
10272,2023-05-29,17:04:00,14,Female,37.0,Beauty,3.0,71.11898445250068,13.736903115412007,213.35695335750205,Net Banking,New,Delhi
10273,2023-07-15,17:29:00,3,Male,42.0,Electronics,3.0,312.3454749356561,85.16335679725563,937.0364248069684,Debit Card,Regular,Chennai
10274,2023-08-01,19:47:00,4,Female,64.0,Beauty,4.0,46.611251170636166,28.531953118369586,186.44500468254466,Cash,New,Pune
10275,2023-06-30,17:47:00,3,Female,39.0,Electronics,1.0,13.06450823458527,3.5879050713465412,13.06450823458527,Debit Card,New,Mumbai
10276,2022-10-10,20:12:00,61,Female,31.0,Clothing,1.0,306.71602524247623,348.46682623960584,306.71602524247623,UPI,VIP,Hyderabad
10277,2022-02-04,10:26:00,147,Male,64.0,Clothing,4.0,19.707960357591535,7.14995268733439,78.83184143036614,Credit Card,New,Kolkata
10278,2022-04-05,11:56:00,26,Male,26.0,Clothing,4.0,29.473404946656007,7.755665747249304,117.89361978662403,Credit Card,New,Hyderabad
10279,2022-01-06,08:53:00,85,Male,42.0,Clothing,3.0,304.54372547951135,125.279164565361,913.6311764385341,UPI,New,Hyderabad
10280,2022-10-23,20:37:00,93,Female,38.0,Electronics,4.0,29.75723109115728,6.501395131455406,119.02892436462912,Credit Card,Regular,Pune
10281,2023-10-29,19:23:00,2,Female,45.0,Beauty,1.0,27.81191357397138,19.57039109101807,27.81191357397138,Credit Card,Regular,Kolkata
10282,2023-12-21,19:58:00,5,Male,54.0,Clothing,4.0,47.49884828592117,6.806714925181844,189.99539314368468,Credit Card,New,Delhi
10283,2022-10-29,13:32:00,85,Female,47.0,Electronics,3.0,31.607503711260414,18.46168214682509,94.82251113378123,Credit Card,New,Mumbai
10284,2022-12-21,17:12:00,97,Female,52.0,Beauty,1.0,27.89990057363319,19.374617530788726,27.89990057363319,Debit Card,New,Chennai
10285,2023-04-26,22:54:00,3,Female,50.0,Electronics,3.0,16.873251449804304,11.924508712933875,50.619754349412915,Credit Card,Regular,Ahmedabad
10286,2022-10-21,18:31:00,85,Male,22.0,Electronics,4.0,27.050233780972984,20.864092274817533,108.20093512389194,Net Banking,Regular,Ahmedabad
10287,2023-11-13,19:18:00,110,Female,63.0,Electronics,1.0,298.6990003541678,372.54817392034766,298.6990003541678,Cash,VIP,Ahmedabad
10288,2022-09-03,13:55:00,59,Female,32.0,Beauty,2.0,509.93407028240097,153.6108612542531,1019.8681405648019,Net Banking,Regular,Chennai
10289,2023-08-21,10:48:00,63,Female,56.0,Clothing,4.0,47.34280713125775,25.169549729568253,189.371228525031,Cash,Regular,Ahmedabad
10290,2023-05-19,21:35:00,70,Female,58.0,Electronics,1.0,15.166213630741435,9.724537417871264,15.166213630741435,Cash,Regular,Kolkata
10291,2022-01-04,17:35:00,60,Male,23.0,Beauty,2.0,503.0043485911267,137.3712530053282,1006.0086971822534,Debit Card,VIP,Kolkata
10292,2022-11-25,19:19:00,97,Female,41.0,Clothing,2.0,27.213544466858632,4.307003626022178,54.427088933717265,Net Banking,New,Mumbai
10293,2022-12-12,20:56:00,115,Female,55.0,Beauty,1.0,49.92751240085172,16.827996341702228,49.92751240085172,Debit Card,New,Delhi
10294,2023-10-06,22:53:00,53,Male,24.0,Electronics,2.0,37.3343746480156,18.94285489578453,74.6687492960312,Net Banking,New,Hyderabad
10295,2023-06-23,17:10:00,5,Female,54.0,Clothing,1.0,486.6599230514389,144.05558677617907,486.6599230514389,Net Banking,Regular,Chennai
10296,2022-09-10,15:07:00,54,Male,50.0,Electronics,3.0,58.16481212536023,9.463457674050272,174.49443637608067,UPI,New,Delhi
10297,2023-11-21,18:53:00,104,Male,49.0,Clothing,1.0,23.30263447211384,7.6164404775452,23.30263447211384,Credit Card,New,Mumbai
10298,2022-09-02,19:21:00,67,Male,52.0,Clothing,4.0,509.3105784532309,258.19560547131084,2037.2423138129236,Credit Card,New,Mumbai
10299,2022-10-23,19:29:00,74,Female,44.0,Beauty,3.0,38.5045719231504,60.45386287344286,115.51371576945121,UPI,Regular,Hyderabad
10300,2022-12-28,17:10:00,54,Female,41.0,Beauty,2.0,304.0649526753643,345.58633586898725,608.1299053507286,Net Banking,VIP,Kolkata
10301,2022-12-06,18:00:00,56,Female,55.0,Beauty,2.0,38.631546857212385,3.496533632998557,77.26309371442477,Credit Card,VIP,Bangalore
10302,2022-09-19,19:34:00,1,Male,39.0,Electronics,3.0,497.3212926310987,174.68842219161,1491.963877893296,Credit Card,Regular,Bangalore
10303,2023-12-30,19:17:00,56,Female,30.0,Electronics,3.0,25.305788124353896,26.13121658920968,75.91736437306169,Debit Card,VIP,Kolkata
10304,2023-10-14,20:15:00,1,Female,18.0,Electronics,1.0,499.69851653330534,130.6594906610531,499.69851653330534,Net Banking,New,Hyderabad
10305,2023-03-23,18:35:00,59,Female,37.0,Electronics,3.0,21.950567356113236,16.101814315351117,65.8517020683397,Net Banking,New,Pune
10306,2022-10-25,20:50:00,97,Male,42.0,Clothing,2.0,317.8571917273938,298.34848129423654,635.7143834547876,Cash,New,Ahmedabad
10307,2022-05-04,07:54:00,117,Male,24.0,Electronics,3.0,26.609317509748998,7.760012523801924,79.827952529247,Debit Card,Regular,Kolkata
10308,2023-12-21,19:58:00,5,Male,52.0,Clothing,5.0,50.170703857152255,8.611837944811477,250.85351928576128,UPI,Regular,Delhi
10309,2023-12-30,09:09:00,11,Male,36.0,Beauty,5.0,55.08320330931468,15.17974593560833,275.4160165465734,Credit Card,VIP,Mumbai
10310,2022-09-27,21:19:00,116,Male,19.0,Clothing,2.0,26.136608652778058,9.627815210130866,52.273217305556116,UPI,Regular,Delhi
10311,2023-07-11,17:23:00,5,Male,20.0,Electronics,1.0,316.34531064820095,149.710210048271,316.34531064820095,Cash,VIP,Chennai
10312,2022-01-14,21:47:00,42,Male,27.0,Electronics,4.0,39.130557709846784,13.746262815726212,156.52223083938713,Cash,VIP,Bangalore
10313,2023-11-27,18:32:00,5,Male,19.0,Clothing,2.0,42.50226466531265,16.937134939297295,85.0045293306253,Credit Card,VIP,Hyderabad
10314,2023-04-03,20:26:00,4,Female,61.0,Electronics,1.0,29.25937644918802,14.024362288375663,29.25937644918802,Debit Card,VIP,Chennai
10315,2022-03-31,18:15:00,92,Male,19.0,Clothing,4.0,57.7081895641508,17.886139792455626,230.8327582566032,UPI,VIP,Kolkata
10316,2023-02-25,21:08:00,3,Female,26.0,Clothing,5.0,37.94035853982038,17.809569954171156,189.7017926991019,Credit Card,VIP,Hyderabad
10317,2022-09-22,22:53:00,111,Male,51.0,Electronics,1.0,30.28897064637327,30.634056232849392,30.28897064637327,Debit Card,VIP,Hyderabad
10318,2023-12-24,07:40:00,33,Female,51.0,Electronics,2.0,27.182610505582133,21.744204452531037,54.365221011164266,Cash,VIP,Bangalore
10319,2022-10-16,20:17:00,55,Male,58.0,Electronics,2.0,42.894837363156846,54.08287372379769,85.78967472631369,Debit Card,VIP,Pune
10320,2023-11-25,17:11:00,66,Male,18.0,Clothing,3.0,67.93138361405083,59.41041893812728,203.79415084215248,Debit Card,VIP,Ahmedabad
10321,2023-02-20,18:21:00,1,Male,43.0,Beauty,3.0,504.97718250933974,132.4371169626442,1514.931547528019,Credit Card,Regular,Delhi
10322,2022-12-20,17:12:00,54,Male,24.0,Electronics,1.0,312.93093980715463,311.6306939388143,312.93093980715463,UPI,Regular,Pune
10323,2022-11-12,13:06:00,61,Female,34.0,Electronics,4.0,55.796272616162035,6.786392625189019,223.18509046464814,Cash,Regular,Delhi
10324,2022-12-01,19:15:00,61,Male,32.0,Beauty,5.0,35.21539893861212,21.99592366483874,176.07699469306058,Net Banking,New,Ahmedabad
10325,2023-12-23,18:19:00,146,Male,44.0,Beauty,2.0,64.60092053408326,18.812542999656305,129.20184106816652,Net Banking,VIP,Chennai
10326,2023-05-26,22:42:00,2,Female,19.0,Beauty,2.0,25.015416728907912,11.253041085715324,50.030833457815824,Credit Card,New,Bangalore
10327,2022-12-17,21:13:00,65,Female,18.0,Beauty,4.0,497.69051714792494,551.9034304977201,1990.7620685916997,UPI,New,Mumbai
10328,2023-09-22,18:00:00,57,Female,46.0,Beauty,1.0,15.49303448862055,7.126463893609799,15.49303448862055,Debit Card,VIP,Ahmedabad
10329,2023-11-22,17:02:00,48,Female,58.0,Beauty,2.0,511.54007779648674,155.05166653302112,1023.0801555929735,Debit Card,Regular,Chennai
10330,2023-07-06,19:13:00,4,Female,48.0,Electronics,1.0,30.802463299651944,14.450652530366105,30.802463299651944,Net Banking,New,Pune
10331,2022-04-29,20:49:00,132,Male,52.0,Electronics,5.0,52.19003136175908,14.746377945724172,260.95015680879544,Debit Card,Regular,Kolkata
10332,2023-11-12,20:58:00,27,Male,29.0,Beauty,3.0,33.55115541133944,31.50590169203452,100.65346623401831,Net Banking,Regular,Bangalore
10333,2022-11-04,16:25:00,59,Male,51.0,Electronics,1.0,39.07677729650449,4.236970814508561,39.07677729650449,Debit Card,VIP,Hyderabad
10334,2022-10-30,18:31:00,100,Male,20.0,Clothing,3.0,307.05471964817144,158.24459517881158,921.1641589445144,Credit Card,New,Delhi
10335,2022-10-23,20:07:00,111,Male,37.0,Clothing,4.0,26.869459291705585,27.96298245959707,107.47783716682234,UPI,Regular,Bangalore
10336,2023-09-01,19:20:00,86,Male,62.0,Clothing,1.0,304.06857513239356,353.3247986063774,304.06857513239356,Credit Card,New,Pune
10337,2023-08-23,07:26:00,44,Male,29.0,Beauty,1.0,495.48834400083894,235.2505613844456,495.48834400083894,UPI,New,Pune
10338,2023-10-13,19:05:00,2,Female,58.0,Beauty,4.0,24.35237718766349,9.70653214471969,97.40950875065396,Debit Card,VIP,Chennai
10339,2022-10-19,06:11:00,13,Male,52.0,Electronics,2.0,500.9068508487978,119.13824123724103,1001.8137016975955,UPI,Regular,Delhi
10340,2023-10-22,11:54:00,21,Female,57.0,Clothing,4.0,36.76278757610302,19.211159435695798,147.0511503044121,Cash,Regular,Mumbai
10341,2023-10-24,15:16:00,76,Male,49.0,Electronics,3.0,496.6772344552611,169.54262654614394,1490.0317033657834,Net Banking,New,Kolkata
10342,2022-11-26,20:42:00,45,Female,22.0,Clothing,4.0,282.57638125880646,345.9718556353273,1130.3055250352259,Cash,Regular,Pune
10343,2022-11-06,19:21:00,64,Female,40.0,Clothing,4.0,19.8888209247736,24.80719378015344,79.5552836990944,Net Banking,New,Ahmedabad
10344,2023-01-20,11:29:00,1,Female,59.0,Clothing,4.0,34.99077265529674,5.720802875733581,139.96309062118695,Credit Card,New,Chennai
10345,2023-12-01,06:35:00,2,Female,61.0,Beauty,2.0,43.512372858792205,10.836005181844829,87.02474571758441,UPI,New,Bangalore
10346,2022-10-09,06:22:00,141,Female,22.0,Beauty,2.0,55.392039402494476,17.06330783086943,110.78407880498895,Cash,Regular,Kolkata
10347,2023-12-03,18:22:00,3,Male,30.0,Electronics,3.0,494.5814255665992,254.23991320368498,1483.7442766997976,UPI,New,Chennai
10348,2022-01-21,11:38:00,141,Female,43.0,Electronics,2.0,291.7461898594005,125.04743022194602,583.492379718801,Cash,Regular,Hyderabad
10349,2023-09-10,18:24:00,5,Male,20.0,Clothing,5.0,54.169225564350874,23.83261824679114,270.84612782175435,Credit Card,Regular,Chennai
10350,2023-01-14,19:10:00,3,Male,26.0,Electronics,5.0,501.7045206584497,179.1949493352061,2508.5226032922487,Debit Card,Regular,Pune
10351,2022-01-02,09:44:00,143,Male,64.0,Beauty,2.0,62.20035898363639,13.212381248572306,124.40071796727278,Cash,VIP,Kolkata
10352,2023-10-06,22:53:00,53,Male,21.0,Electronics,1.0,42.31910199317447,16.90911282312931,42.31910199317447,Cash,Regular,Hyderabad
10353,2022-09-21,07:07:00,55,Male,51.0,Clothing,2.0,24.074319629036623,8.4433793916678,48.148639258073246,Debit Card,New,Kolkata
10354,2022-12-10,08:49:00,130,Male,19.0,Beauty,4.0,491.2757108814716,166.36256338028647,1965.1028435258863,Debit Card,New,Mumbai
10355,2022-09-12,17:12:00,62,Female,26.0,Clothing,3.0,41.12044816536098,30.48137544851185,123.36134449608295,Debit Card,New,Ahmedabad
10356,2023-08-31,18:50:00,3,Male,38.0,Clothing,4.0,24.611176530559582,9.189479866702026,98.44470612223833,Cash,VIP,Kolkata
10357,2023-12-20,21:34:00,114,Male,55.0,Electronics,5.0,35.704495374095075,13.752602972232149,178.52247687047537,Cash,New,Chennai
10358,2022-10-20,18:07:00,61,Male,45.0,Electronics,4.0,27.781127084098365,15.797227131249292,111.12450833639346,Credit Card,New,Kolkata
10359,2023-11-09,17:22:00,20,Female,45.0,Electronics,3.0,295.7878162501507,121.74096217873081,887.3634487504521,Cash,Regular,Ahmedabad
10360,2023-11-22,20:15:00,110,Male,65.0,Clothing,1.0,299.4720953173604,348.09912724769003,299.4720953173604,Debit Card,VIP,Bangalore
10361,2023-09-07,21:49:00,72,Female,21.0,Electronics,3.0,286.7951063532971,291.49864592253283,860.3853190598913,Net Banking,Regular,Kolkata
10362,2023-08-09,18:19:00,4,Female,54.0,Clothing,1.0,32.628739235443604,10.021146472903185,32.628739235443604,Net Banking,Regular,Delhi
10363,2023-09-01,22:35:00,66,Female,19.0,Clothing,2.0,14.832142166494457,22.771472325704146,29.664284332988913,Debit Card,VIP,Delhi
10364,2022-10-31,18:43:00,19,Female,53.0,Clothing,1.0,491.73825487728675,212.08207608177926,491.73825487728675,UPI,Regular,Chennai
10365,2022-02-28,08:58:00,72,Female,26.0,Clothing,1.0,24.63218513725599,7.319695193031106,24.63218513725599,Net Banking,Regular,Hyderabad
10366,2023-07-04,22:15:00,90,Male,58.0,Electronics,1.0,29.900652764295774,21.25114040987379,29.900652764295774,Debit Card,New,Chennai
10367,2023-06-29,11:06:00,30,Male,65.0,Beauty,1.0,512.6255231203331,161.93135704116239,512.6255231203331,Debit Card,New,Kolkata
10368,2023-09-28,17:38:00,119,Female,36.0,Electronics,1.0,44.463534081073256,36.0348597544348,44.463534081073256,Credit Card,New,Bangalore
10369,2023-06-21,20:56:00,15,Female,65.0,Electronics,1.0,31.54981650636048,12.204793686515512,31.54981650636048,Credit Card,New,Chennai
10370,2023-07-31,09:56:00,140,Male,36.0,Electronics,2.0,50.830718687882126,16.424706660054362,101.66143737576425,UPI,Regular,Chennai
10371,2022-09-07,18:59:00,65,Male,45.0,Clothing,1.0,25.7823246141406,25.657297156109454,25.7823246141406,Cash,New,Ahmedabad
10372,2023-06-26,19:47:00,1,Female,57.0,Clothing,2.0,503.3374056795873,158.08486619070936,1006.6748113591746,Cash,New,Chennai
10373,2022-08-21,09:29:00,55,Male,52.0,Electronics,5.0,500.84681087721646,237.30472564343611,2504.2340543860823,Debit Card,Regular,Bangalore
10374,2023-12-07,18:49:00,2,Male,64.0,Clothing,2.0,36.040802200340565,27.720635792086565,72.08160440068113,UPI,VIP,Kolkata
10375,2023-09-27,18:11:00,60,Male,21.0,Clothing,1.0,26.879171454687178,9.982821581315415,26.879171454687178,UPI,VIP,Bangalore
10376,2023-01-29,18:21:00,4,Female,65.0,Beauty,1.0,45.41009744799559,12.225882233098629,45.41009744799559,Debit Card,VIP,Ahmedabad
10377,2022-02-03,19:06:00,59,Male,25.0,Electronics,2.0,26.64813172446365,17.178137705582184,53.2962634489273,Debit Card,Regular,Delhi
10378,2023-09-09,17:15:00,15,Female,51.0,Beauty,2.0,39.950006609941845,23.549943582942255,79.90001321988369,Net Banking,Regular,Pune
10379,2023-03-22,22:36:00,86,Male,54.0,Beauty,4.0,64.46202135626865,23.566322482159467,257.8480854250746,Net Banking,New,Pune
10380,2023-10-05,17:39:00,10,Female,63.0,Electronics,5.0,38.825339874394984,51.10242816729397,194.12669937197492,UPI,VIP,Delhi
10381,2022-08-07,10:43:00,147,Female,56.0,Beauty,2.0,277.79199006620314,163.17531054958877,555.5839801324063,Credit Card,Regular,Pune
10382,2022-05-07,20:41:00,35,Female,27.0,Clothing,4.0,34.73067026625902,6.269853900897454,138.92268106503607,Debit Card,Regular,Bangalore
10383,2023-10-05,13:58:00,81,Female,49.0,Clothing,1.0,55.57561769528751,21.276134978684514,55.57561769528751,Cash,Regular,Mumbai
10384,2023-09-29,18:55:00,69,Male,21.0,Beauty,2.0,25.428406866568935,0.48621836534502627,50.85681373313787,Net Banking,VIP,Hyderabad
10385,2023-03-28,22:34:00,87,Female,33.0,Beauty,1.0,50.251085163191135,25.88290364465743,50.251085163191135,Net Banking,Regular,Ahmedabad
10386,2023-08-13,19:51:00,137,Female,61.0,Clothing,4.0,309.46828155539333,116.78244391923535,1237.8731262215733,UPI,Regular,Ahmedabad
10387,2022-12-23,21:24:00,81,Male,63.0,Electronics,5.0,517.614487681139,274.9118642039679,2588.0724384056953,UPI,Regular,Hyderabad
10388,2022-03-28,06:22:00,7,Female,65.0,Electronics,1.0,296.3524834833038,146.06137130654093,296.3524834833038,Debit Card,Regular,Hyderabad
10389,2023-12-17,12:34:00,93,Male,45.0,Beauty,3.0,298.6932660897079,88.40162888434531,896.0797982691237,UPI,New,Bangalore
10390,2022-12-28,22:23:00,51,Female,18.0,Beauty,5.0,41.281047321902435,54.12659071887403,206.40523660951217,Credit Card,Regular,Delhi
10391,2022-09-30,19:48:00,110,Female,63.0,Clothing,2.0,53.83602900702558,51.41928724524478,107.67205801405116,Credit Card,Regular,Mumbai
10392,2023-11-24,20:27:00,1,Male,60.0,Electronics,3.0,35.14556880150978,29.449308853188715,105.43670640452935,Cash,New,Pune
10393,2023-11-15,06:07:00,2,Female,40.0,Beauty,1.0,305.0414085032436,119.27781662878444,305.0414085032436,Net Banking,New,Ahmedabad
10394,2023-01-15,20:35:00,53,Male,20.0,Beauty,4.0,41.11443188392825,4.96369348337232,164.457727535713,Net Banking,VIP,Mumbai
10395,2022-11-21,15:28:00,88,Female,49.0,Electronics,5.0,23.1097568996478,15.491708890235234,115.548784498239,Cash,Regular,Bangalore
10396,2022-12-21,21:38:00,114,Female,30.0,Clothing,1.0,305.2801150367576,308.8205818273442,305.2801150367576,Debit Card,Regular,Pune
10397,2022-08-26,08:18:00,15,Male,25.0,Clothing,2.0,306.61395915017323,145.6855621994222,613.2279183003465,Debit Card,VIP,Delhi
10398,2023-09-04,20:45:00,74,Female,45.0,Beauty,2.0,8.159901806362761,18.171583205408197,16.319803612725522,Credit Card,Regular,Chennai
10399,2023-05-07,19:55:00,2,Male,40.0,Beauty,1.0,25.064937531999206,14.708503547247723,25.064937531999206,Credit Card,Regular,Delhi
10400,2022-07-17,09:47:00,69,Female,44.0,Beauty,1.0,19.722427489403596,7.773594096474601,19.722427489403596,UPI,New,Bangalore
10401,2023-07-10,19:35:00,70,Female,38.0,Electronics,4.0,310.8708631787498,145.4100853097489,1243.4834527149992,Net Banking,VIP,Pune
10402,2022-08-13,18:26:00,37,Male,44.0,Electronics,1.0,508.68495596152815,164.67828342314078,508.68495596152815,Debit Card,Regular,Hyderabad
10403,2022-10-23,19:29:00,74,Female,43.0,Beauty,4.0,67.47034839092272,58.690950767116476,269.8813935636909,Cash,New,Mumbai
10404,2023-11-14,22:44:00,1,Female,57.0,Beauty,4.0,29.70388357980154,7.424367074286472,118.81553431920617,UPI,VIP,Chennai
10405,2023-10-30,07:47:00,93,Male,58.0,Clothing,1.0,32.38397542721327,6.352247473266103,32.38397542721327,Net Banking,New,Ahmedabad
10406,2023-09-22,18:00:00,57,Female,44.0,Beauty,1.0,19.419550422173756,16.70368207322068,19.419550422173756,Debit Card,Regular,Kolkata
10407,2022-06-19,11:45:00,27,Female,26.0,Beauty,3.0,483.69495967896813,137.47293128608547,1451.0848790369043,UPI,Regular,Chennai
10408,2023-12-04,10:02:00,146,Male,58.0,Electronics,3.0,286.32765283928995,120.7823019142676,858.9829585178699,Net Banking,VIP,Pune
10409,2023-10-05,19:05:00,3,Male,25.0,Beauty,5.0,288.04906655955705,84.21880444309804,1440.2453327977853,Net Banking,VIP,Mumbai
10410,2022-08-11,06:39:00,142,Male,62.0,Clothing,4.0,492.2227497901978,222.57912264478992,1968.8909991607911,Debit Card,New,Delhi
10411,2023-12-16,07:58:00,5,Female,51.0,Beauty,4.0,34.51858221908107,24.83080967925025,138.07432887632427,UPI,Regular,Delhi
10412,2022-09-15,21:00:00,141,Female,55.0,Beauty,5.0,57.35459410755955,61.01050100506954,286.77297053779773,Cash,New,Mumbai
10413,2023-07-21,17:11:00,1,Female,47.0,Clothing,3.0,37.90791181829725,13.197202709866573,113.72373545489175,Credit Card,VIP,Bangalore
10414,2023-05-18,20:03:00,3,Female,41.0,Clothing,2.0,22.216849859764523,8.453553597966266,44.433699719529045,Credit Card,New,Hyderabad
10415,2023-09-27,16:10:00,87,Male,35.0,Electronics,3.0,506.5314048814546,205.22224670992716,1519.5942146443638,Credit Card,Regular,Mumbai
10416,2023-10-09,18:10:00,56,Male,47.0,Electronics,5.0,23.75868291781862,30.549155548654063,118.7934145890931,Credit Card,VIP,Hyderabad
10417,2023-12-22,06:11:00,81,Male,41.0,Electronics,2.0,303.9087612492586,97.05954406521244,607.8175224985172,Debit Card,VIP,Mumbai
10418,2023-03-12,21:33:00,4,Male,54.0,Clothing,1.0,512.9523312739659,175.89948230893538,512.9523312739659,Cash,VIP,Chennai
10419,2023-08-10,09:39:00,142,Male,34.0,Clothing,2.0,296.56237457623183,147.38047242938137,593.1247491524637,Cash,New,Kolkata
10420,2023-12-22,11:42:00,71,Female,38.0,Clothing,3.0,25.525965297743944,15.117657026856307,76.57789589323184,UPI,Regular,Bangalore
10421,2022-06-15,07:56:00,131,Female,26.0,Clothing,1.0,35.90740987252206,11.83421853849073,35.90740987252206,Credit Card,VIP,Hyderabad
10422,2022-12-11,22:49:00,71,Male,34.0,Clothing,1.0,53.05385153588281,52.94099648268058,53.05385153588281,Credit Card,Regular,Mumbai
10423,2022-10-15,19:51:00,125,Male,51.0,Electronics,4.0,44.29419610589017,57.41872435475298,177.1767844235607,Net Banking,Regular,Chennai
10424,2022-09-08,08:20:00,68,Male,24.0,Clothing,4.0,290.8390573575062,117.1261967023892,1163.3562294300248,UPI,Regular,Bangalore
10425,2022-10-04,07:03:00,132,Male,27.0,Clothing,4.0,21.678365206266317,6.659248145572137,86.71346082506527,UPI,New,Mumbai
10426,2022-10-23,20:14:00,104,Female,25.0,Electronics,3.0,498.851431782014,604.8686472870496,1496.554295346042,UPI,Regular,Pune
10427,2023-08-11,19:00:00,3,Female,41.0,Electronics,1.0,35.61683199101623,9.649836620533573,35.61683199101623,Debit Card,VIP,Ahmedabad
10428,2023-07-10,19:35:00,70,Female,38.0,Electronics,4.0,291.61780037579683,141.32198664090194,1166.4712015031873,UPI,New,Hyderabad
10429,2022-09-14,10:11:00,136,Male,27.0,Electronics,1.0,300.62632769066397,103.23550690946676,300.62632769066397,Debit Card,New,Hyderabad
10430,2022-08-23,20:22:00,136,Male,45.0,Clothing,3.0,30.950652585396632,11.414158606664726,92.8519577561899,Net Banking,New,Chennai
10431,2022-03-25,07:37:00,68,Male,20.0,Beauty,3.0,38.8287938060255,2.762593577020497,116.4863814180765,UPI,New,Pune
10432,2022-06-19,11:45:00,27,Female,26.0,Beauty,3.0,489.7041728445172,141.22908815137046,1469.1125185335516,Credit Card,VIP,Chennai
10433,2022-10-17,20:20:00,83,Female,37.0,Electronics,1.0,309.428383628544,148.069701289973,309.428383628544,Debit Card,Regular,Mumbai
10434,2023-02-09,19:45:00,3,Male,56.0,Electronics,2.0,295.11882129726337,158.14414502058705,590.2376425945267,UPI,Regular,Chennai
10435,2023-01-02,19:45:00,3,Female,54.0,Electronics,1.0,491.678609969968,192.5137436899369,491.678609969968,Credit Card,New,Bangalore
10436,2023-10-23,20:51:00,60,Male,46.0,Beauty,3.0,297.9860257665881,355.2860618092147,893.9580772997643,Credit Card,VIP,Kolkata
10437,2022-12-11,21:37:00,29,Male,30.0,Electronics,4.0,299.86081368815,80.8834349532321,1199.4432547526,Net Banking,VIP,Pune
10438,2023-06-01,21:55:00,130,Female,29.0,Electronics,1.0,14.555193177664778,7.44846384095065,14.555193177664778,Credit Card,New,Mumbai
10439,2022-11-05,14:35:00,86,Male,53.0,Clothing,3.0,297.2960186686175,116.37173739640154,891.8880560058524,Debit Card,Regular,Delhi
10440,2022-11-11,21:32:00,99,Female,23.0,Clothing,2.0,61.009890365718455,21.642496276279992,122.01978073143691,Credit Card,Regular,Kolkata
10441,2022-03-08,21:29:00,145,Female,57.0,Clothing,4.0,291.195937513106,135.2396993620965,1164.783750052424,Net Banking,VIP,Chennai
10442,2022-10-09,22:29:00,130,Male,27.0,Beauty,2.0,62.900827686314514,52.965409582288096,125.80165537262903,UPI,New,Ahmedabad
10443,2022-04-22,11:09:00,54,Male,21.0,Electronics,2.0,37.38576167312659,13.618634140268586,74.77152334625318,Cash,VIP,Mumbai
10444,2022-12-22,16:17:00,79,Female,47.0,Electronics,3.0,312.4713376700862,88.71211765162352,937.4140130102586,Debit Card,Regular,Chennai
10445,2022-03-27,10:40:00,55,Male,36.0,Beauty,2.0,499.7715487257168,183.72251800394935,999.5430974514336,UPI,VIP,Mumbai
10446,2023-10-13,17:24:00,1,Female,32.0,Electronics,4.0,488.5985943258655,167.50053594152948,1954.394377303462,Debit Card,VIP,Delhi
10447,2023-12-04,21:24:00,1,Male,54.0,Beauty,1.0,14.840328971051429,21.604118836581545,14.840328971051429,Cash,VIP,Pune
10448,2023-01-11,21:52:00,66,Male,64.0,Electronics,5.0,26.536808326358255,6.972143192517967,132.68404163179127,Cash,VIP,Ahmedabad
10449,2023-06-24,06:47:00,110,Female,43.0,Clothing,3.0,293.3326466081129,155.49561788890054,879.9979398243387,Credit Card,New,Ahmedabad
10450,2022-02-11,06:21:00,7,Male,22.0,Clothing,2.0,305.3790453784168,145.9293382294506,610.7580907568336,Cash,Regular,Kolkata
10451,2023-10-23,20:51:00,60,Male,46.0,Beauty,3.0,287.8695102450807,350.23325494969265,863.6085307352421,Net Banking,Regular,Chennai
10452,2023-12-10,22:18:00,5,Female,43.0,Clothing,1.0,39.937845856516674,13.522740040189053,39.937845856516674,Net Banking,Regular,Bangalore
10453,2022-10-10,19:25:00,68,Male,62.0,Electronics,4.0,501.1539721299078,537.808402728233,2004.6158885196312,Net Banking,Regular,Ahmedabad
10454,2023-07-25,20:04:00,3,Male,61.0,Electronics,4.0,56.881757459366376,23.43104657836064,227.5270298374655,Debit Card,New,Hyderabad
10455,2023-12-18,20:34:00,101,Female,47.0,Clothing,4.0,295.83049817369874,120.41814540440284,1183.321992694795,Net Banking,VIP,Mumbai
10456,2022-10-08,17:24:00,56,Female,21.0,Beauty,3.0,499.0601192527104,588.377786086281,1497.1803577581313,Debit Card,Regular,Delhi
10457,2022-12-04,21:03:00,89,Female,61.0,Electronics,2.0,298.6954552955193,121.7780254144796,597.3909105910386,Debit Card,VIP,Mumbai
10458,2023-08-30,18:34:00,105,Female,46.0,Beauty,1.0,25.90490506407174,25.804940653317857,25.90490506407174,Net Banking,New,Bangalore
10459,2023-09-11,22:40:00,141,Female,60.0,Clothing,4.0,17.951008135796254,33.84798655684678,71.80403254318502,Credit Card,Regular,Mumbai
10460,2023-05-01,20:26:00,5,Male,59.0,Clothing,3.0,506.97738510275514,235.26293793738455,1520.9321553082655,Cash,VIP,Kolkata
